agility_penalty,algorithm_nodes,blast_radius,calibrated_probability_valid,calibrated_urgency_probability,criticality,data_lifetime_known,data_lifetime_years,entity_type,epistemic_confidence,evidence_ids,exposure,feasibility_agility,feasibility_known,hndl_urgency,impact_assessment_complete,impact_lower_blast_radius,impact_lower_criticality,impact_lower_exposure,impact_lower_hndl_urgency,impact_lower_quantum_vulnerability,impact_upper_blast_radius,impact_upper_criticality,impact_upper_exposure,impact_upper_hndl_urgency,impact_upper_quantum_vulnerability,method,migration_time_known,migration_time_years,missing_impact_factors,node_id,pareto_front,policy_tier,policy_tier_confirmed,policy_tier_lower_bound,policy_tier_upper_bound,primary_rank,primary_rank_score,quantum_vulnerability,rank_aggregation_score,ranking_policy,service_contexts,urgency,verification_required,weighted_baseline_score
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.5,True,0.9977087663,0.98,True,15,endpoint,0.7709153656,"[""cmdb:claim:002"",""pki:claim:005"",""tls:claim:003"",""tls:claim:004""]",0.2,0.45,True,1,True,0.5,0.98,0.2,1,1,0.5,0.98,0.2,1,1,cigma,True,1.5,[],node:endpoint:4f10fd4c720b8aba,2,3,True,3,3,4,0.8235294118,1,0.6117647059,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.8235294118,True,0.781
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.5,True,0.9977087663,0.98,True,15,service,0.7709153656,"[""cmdb:claim:002"",""pki:claim:005"",""tls:claim:003"",""tls:claim:004""]",0.2,0.45,True,1,True,0.5,0.98,0.2,1,1,0.5,0.98,0.2,1,1,cigma,True,1.5,[],node:service:8db4be3ec36f66c3,2,3,True,3,3,5,0.7647058824,1,0.7529411765,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.7647058824,True,0.781
0.35,"[""node:algorithm:7e0951d97b24e134""]",0.5,True,0.9982015555,0.9,True,8,service,0.756733081,"[""code:claim:003"",""code:claim:004""]",0.6,0.65,True,0.95,True,0.5,0.9,0.6,0.95,1,0.5,0.9,0.6,0.95,1,cigma,True,1.5,[],node:service:7b41be04e9f2aa9c,2,3,True,3,3,6,0.7058823529,1,0.5411764706,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:7b41be04e9f2aa9c""]",0.7058823529,True,0.795
0.35,"[""node:algorithm:7e0951d97b24e134""]",0.5,True,0.9982015555,0.9,True,8,software_component,0.756733081,"[""code:claim:003"",""code:claim:004""]",0.6,0.65,True,0.95,True,0.5,0.9,0.6,0.95,1,0.5,0.9,0.6,0.95,1,cigma,True,1.5,[],node:software_component:dd3efe50a55361e6,2,3,True,3,3,7,0.6470588235,1,0.6470588235,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:7b41be04e9f2aa9c""]",0.6470588235,True,0.795
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,certificate,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma,True,3,[],node:certificate:a8511db199394d31,3,3,True,3,3,8,0.5882352941,1,0.3058823529,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.5882352941,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,endpoint,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma,True,3,[],node:endpoint:2287db8be4563d55,3,3,True,3,3,9,0.5294117647,1,0.4588235294,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.5294117647,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,pipeline,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma,True,3,[],node:pipeline:8cc5f4536d1de838,3,3,True,3,3,10,0.4705882353,1,0.5411764706,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.4705882353,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,service,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma,True,3,[],node:service:723798595296953c,3,3,True,3,3,11,0.4117647059,1,0.6,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.4117647059,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,software_component,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma,True,3,[],node:software_component:4cc6e3ee598caae1,3,3,True,3,3,12,0.3529411765,1,0.7176470588,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.3529411765,True,0.8015
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,certificate,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma,True,1.5,[],node:certificate:66cfe6c4a40828c8,1,2,True,2,2,13,0.2941176471,1,0.2352941176,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.2941176471,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,endpoint,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma,True,1.5,[],node:endpoint:1b9b59ba08a7d6e6,1,2,True,2,2,14,0.2352941176,1,0.3764705882,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.2352941176,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,service,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma,True,1.5,[],node:service:8c6e25e2569acde0,1,2,True,2,2,15,0.1764705882,1,0.5294117647,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1764705882,True,0.655
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,pipeline,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma,True,1.5,[],node:pipeline:606d66fb35f30c70,1,0,True,0,0,16,0.1176470588,0.15,0.2941176471,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.1176470588,False,0.425
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,service,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma,True,1.5,[],node:service:16b7d5be0d3b6cf6,1,0,True,0,0,17,0.0588235294,0.15,0.3529411765,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.0588235294,False,0.425
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,software_component,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma,True,1.5,[],node:software_component:fac1bf8aa9cc4366,1,0,True,0,0,18,0,0.15,0.4117647059,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0,False,0.425
0.8,"[""node:algorithm:2bfb0ede2655bcc5"",""node:algorithm:7e0951d97b24e134""]",0.25,True,0.999732377,1,True,25,certificate,0.7709153656,"[""cmdb:claim:001"",""cmdb:claim:002"",""cmdb:claim:003"",""pki:claim:001"",""pki:claim:003"",""pki:claim:005"",""pki:claim:007"",""tls:claim:001"",""tls:claim:002"",""tls:claim:003"",""tls:claim:004"",""tls:claim:005"",""tls:claim:006""]",1,0.2,True,1,True,0.25,1,1,1,1,0.25,1,1,1,1,cigma_no_alias,True,4,[],node:certificate:c725a9625ac7d468,1,3,True,3,3,1,1,1,0.5047619048,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c"",""node:service:8c6e25e2569acde0"",""node:service:8db4be3ec36f66c3""]",1,True,0.905
0.9,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9968453258,1,True,25,device,0.79753107,"[""ot:claim:002""]",0.15,0.1,True,1,True,0,1,0.15,1,1,0,1,0.15,1,1,cigma_no_alias,True,4,[],node:device:31d0c7f542d6f69f,2,3,True,3,3,2,0.9523809524,1,0.2666666667,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:98c25cba817745a9""]",0.9523809524,True,0.7625
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.25,True,0.9964704386,0.98,True,15,certificate,0.7709153656,"[""cmdb:claim:002"",""pki:claim:005"",""tls:claim:003"",""tls:claim:004""]",0.2,0.45,True,1,True,0.25,0.98,0.2,1,1,0.25,0.98,0.2,1,1,cigma_no_alias,True,1.5,[],node:certificate:8051197fd57d6951,2,3,True,3,3,3,0.9047619048,1,0.3238095238,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.9047619048,True,0.756
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.25,True,0.9964704386,0.98,True,15,endpoint,0.7709153656,"[""cmdb:claim:002"",""pki:claim:005"",""tls:claim:003"",""tls:claim:004""]",0.2,0.45,True,1,True,0.25,0.98,0.2,1,1,0.25,0.98,0.2,1,1,cigma_no_alias,True,1.5,[],node:endpoint:4f10fd4c720b8aba,2,3,True,3,3,4,0.8571428571,1,0.4666666667,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.8571428571,True,0.756
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.25,True,0.9964704386,0.98,True,15,service,0.7709153656,"[""cmdb:claim:002"",""pki:claim:005"",""tls:claim:003"",""tls:claim:004""]",0.2,0.45,True,1,True,0.25,0.98,0.2,1,1,0.25,0.98,0.2,1,1,cigma_no_alias,True,1.5,[],node:service:8db4be3ec36f66c3,2,3,True,3,3,5,0.8095238095,1,0.6571428571,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.8095238095,True,0.756
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,certificate,0.792988707,"[""cmdb:claim:003"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_alias,True,3,[],node:certificate:a8511db199394d31,2,3,True,3,3,6,0.7619047619,1,0.180952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.7619047619,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,endpoint,0.792988707,"[""cmdb:claim:003"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_alias,True,3,[],node:endpoint:2287db8be4563d55,2,3,True,3,3,7,0.7142857143,1,0.2952380952,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.7142857143,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,pipeline,0.792988707,"[""cmdb:claim:003"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_alias,True,3,[],node:pipeline:8cc5f4536d1de838,2,3,True,3,3,8,0.6666666667,1,0.380952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.6666666667,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,service,0.792988707,"[""cmdb:claim:003"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_alias,True,3,[],node:service:723798595296953c,2,3,True,3,3,9,0.619047619,1,0.4952380952,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.619047619,True,0.8015
0.5,"[""node:algorithm:7e0951d97b24e134""]",0,False,0.1285159648,0,False,0,service,0.712448,"[""code:claim:003"",""code:claim:004""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:service:667d53147d83e66e,1,1,False,1,3,10,0.5714285714,1,0.6095238095,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:667d53147d83e66e""]",0.5714285714,True,0.32
0.5,"[""node:algorithm:2bfb0ede2655bcc5""]",0,False,0.1285159648,0,False,0,service,0.712448,"[""code:claim:005"",""code:claim:006""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:service:a5526098efde88e1,1,1,False,1,3,11,0.5238095238,1,0.8,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:a5526098efde88e1""]",0.5238095238,True,0.32
0.5,"[""node:algorithm:2bfb0ede2655bcc5""]",0,False,0.1285159648,0,False,0,software_component,0.712448,"[""code:claim:005"",""code:claim:006""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:4cc6e3ee598caae1,1,1,False,1,3,12,0.4761904762,1,0.8476190476,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:a5526098efde88e1""]",0.4761904762,True,0.32
0.5,"[""node:algorithm:7e0951d97b24e134""]",0,False,0.1285159648,0,False,0,software_component,0.712448,"[""code:claim:003"",""code:claim:004""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:dd3efe50a55361e6,1,1,False,1,3,13,0.4285714286,1,0.8952380952,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:667d53147d83e66e""]",0.4285714286,True,0.32
0.5,[],0,False,0.0013666082,0,False,0,service,0.43,[],0,0.5,False,0,False,0,0,0,0,0,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency"",""quantum_vulnerability""]",node:service:98c25cba817745a9,1,0,False,0,3,14,0.380952381,0,0.7523809524,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:98c25cba817745a9""]",0.380952381,True,0.05
0.3,[],0.125,False,0.1853037039,0.95,True,12,pipeline,0.455,[],0.75,0.7,True,0,False,0.125,0.95,0.75,0,0,0.125,0.95,0.75,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:pipeline:606d66fb35f30c70,1,0,False,0,3,15,0.3333333333,0,0.4476190476,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.3333333333,True,0.345
0.3,[],0.125,False,0.1853037039,0.95,True,12,service,0.4973,[],0.75,0.7,True,0,False,0.125,0.95,0.75,0,0,0.125,0.95,0.75,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:service:16b7d5be0d3b6cf6,1,0,False,0,3,16,0.2857142857,0,0.5238095238,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.2857142857,True,0.345
0.35,[],0.25,False,0.1492095255,0.9,True,8,service,0.47,[],0.6,0.65,True,0,False,0.25,0.9,0.6,0,0,0.25,0.9,0.6,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:service:7b41be04e9f2aa9c,1,0,False,0,3,17,0.2380952381,0,0.580952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:7b41be04e9f2aa9c""]",0.2380952381,True,0.33
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,certificate,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:certificate:66cfe6c4a40828c8,1,2,True,2,2,18,0.1904761905,1,0.1238095238,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1904761905,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,endpoint,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:endpoint:1b9b59ba08a7d6e6,1,2,True,2,2,19,0.1428571429,1,0.2380952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1428571429,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,service,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:service:8c6e25e2569acde0,1,2,True,2,2,20,0.0952380952,1,0.4285714286,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.0952380952,True,0.655
0.5,"[""node:algorithm:3fc03a4616e11480""]",0,False,0.0027536539,0,False,0,service,0.712448,"[""code:claim:001"",""code:claim:002""]",0,0.5,False,0.015,False,0,0,0,0,0.15,0,1,1,1,0.15,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:service:03056307f6a67008,1,0,True,0,0,21,0.0476190476,0.15,0.4380952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:03056307f6a67008""]",0.0476190476,False,0.0905
0.5,"[""node:algorithm:3fc03a4616e11480""]",0,False,0.0027536539,0,False,0,software_component,0.712448,"[""code:claim:001"",""code:claim:002""]",0,0.5,False,0.015,False,0,0,0,0,0.15,0,1,1,1,0.15,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:fac1bf8aa9cc4366,1,0,True,0,0,22,0,0.15,0.7428571429,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:03056307f6a67008""]",0,False,0.0905
0.8,"[""node:algorithm:7e0951d97b24e134""]",0.5,True,0.9998264704,1,True,25,certificate,0.9553390623,"[""pki:claim:001""]",1,0.2,True,1,True,0.5,1,1,1,1,0.5,1,1,1,1,cigma_no_paths,True,4,[],node:certificate:c725a9625ac7d468,1,3,True,3,3,1,1,1,0.6352941176,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c"",""node:service:8c6e25e2569acde0"",""node:service:8db4be3ec36f66c3""]",1,False,0.93
0.9,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9988826648,1,True,25,device,0.79753107,"[""ot:claim:002""]",0.55,0.1,True,1,True,0,1,0.55,1,1,0,1,0.55,1,1,cigma_no_paths,True,4,[],node:device:31d0c7f542d6f69f,2,3,True,3,3,2,0.9411764706,1,0.4117647059,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.9411764706,True,0.8225
0.55,"[""node:algorithm:2bfb0ede2655bcc5""]",0.5,True,0.9977087663,0.98,True,15,certificate,0.9993852712,"[""pki:claim:005"",""tls:claim:004""]",0.2,0.45,True,1,True,0.5,0.98,0.2,1,1,0.5,0.98,0.2,1,1,cigma_no_paths,True,1.5,[],node:certificate:8051197fd57d6951,2,3,True,3,3,3,0.8823529412,1,0.3647058824,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8db4be3ec36f66c3""]",0.8823529412,False,0.781
