agility_penalty,algorithm_nodes,blast_radius,calibrated_probability_valid,calibrated_urgency_probability,criticality,data_lifetime_known,data_lifetime_years,entity_type,epistemic_confidence,evidence_ids,exposure,feasibility_agility,feasibility_known,hndl_urgency,impact_assessment_complete,impact_lower_blast_radius,impact_lower_criticality,impact_lower_exposure,impact_lower_hndl_urgency,impact_lower_quantum_vulnerability,impact_upper_blast_radius,impact_upper_criticality,impact_upper_exposure,impact_upper_hndl_urgency,impact_upper_quantum_vulnerability,method,migration_time_known,migration_time_years,missing_impact_factors,node_id,pareto_front,policy_tier,policy_tier_confirmed,policy_tier_lower_bound,policy_tier_upper_bound,primary_rank,primary_rank_score,quantum_vulnerability,rank_aggregation_score,ranking_policy,service_contexts,urgency,verification_required,weighted_baseline_score
0.5,"[""node:algorithm:2bfb0ede2655bcc5""]",0,False,0.1285159648,0,False,0,service,0.712448,"[""code:claim:005"",""code:claim:006""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:service:a5526098efde88e1,1,1,False,1,3,11,0.5238095238,1,0.8,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:a5526098efde88e1""]",0.5238095238,True,0.32
0.5,"[""node:algorithm:2bfb0ede2655bcc5""]",0,False,0.1285159648,0,False,0,software_component,0.712448,"[""code:claim:005"",""code:claim:006""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:4cc6e3ee598caae1,1,1,False,1,3,12,0.4761904762,1,0.8476190476,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:a5526098efde88e1""]",0.4761904762,True,0.32
0.5,"[""node:algorithm:7e0951d97b24e134""]",0,False,0.1285159648,0,False,0,software_component,0.712448,"[""code:claim:003"",""code:claim:004""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:dd3efe50a55361e6,1,1,False,1,3,13,0.4285714286,1,0.8952380952,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:667d53147d83e66e""]",0.4285714286,True,0.32
0.5,[],0,False,0.0013666082,0,False,0,service,0.43,[],0,0.5,False,0,False,0,0,0,0,0,0,1,1,1,1,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency"",""quantum_vulnerability""]",node:service:98c25cba817745a9,1,0,False,0,3,14,0.380952381,0,0.7523809524,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:98c25cba817745a9""]",0.380952381,True,0.05
0.3,[],0.125,False,0.1853037039,0.95,True,12,pipeline,0.455,[],0.75,0.7,True,0,False,0.125,0.95,0.75,0,0,0.125,0.95,0.75,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:pipeline:606d66fb35f30c70,1,0,False,0,3,15,0.3333333333,0,0.4476190476,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.3333333333,True,0.345
0.3,[],0.125,False,0.1853037039,0.95,True,12,service,0.4973,[],0.75,0.7,True,0,False,0.125,0.95,0.75,0,0,0.125,0.95,0.75,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:service:16b7d5be0d3b6cf6,1,0,False,0,3,16,0.2857142857,0,0.5238095238,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.2857142857,True,0.345
0.35,[],0.25,False,0.1492095255,0.9,True,8,service,0.47,[],0.6,0.65,True,0,False,0.25,0.9,0.6,0,0,0.25,0.9,0.6,1,1,cigma_no_alias,True,1.5,"[""hndl_urgency"",""quantum_vulnerability""]",node:service:7b41be04e9f2aa9c,1,0,False,0,3,17,0.2380952381,0,0.580952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:7b41be04e9f2aa9c""]",0.2380952381,True,0.33
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,certificate,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:certificate:66cfe6c4a40828c8,1,2,True,2,2,18,0.1904761905,1,0.1238095238,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1904761905,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,endpoint,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:endpoint:1b9b59ba08a7d6e6,1,2,True,2,2,19,0.1428571429,1,0.2380952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1428571429,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,service,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_alias,True,1.5,[],node:service:8c6e25e2569acde0,1,2,True,2,2,20,0.0952380952,1,0.4285714286,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.0952380952,True,0.655
0.5,"[""node:algorithm:3fc03a4616e11480""]",0,False,0.0027536539,0,False,0,service,0.712448,"[""code:claim:001"",""code:claim:002""]",0,0.5,False,0.015,False,0,0,0,0,0.15,0,1,1,1,0.15,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:service:03056307f6a67008,1,0,True,0,0,21,0.0476190476,0.15,0.4380952381,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:03056307f6a67008""]",0.0476190476,False,0.0905
0.5,"[""node:algorithm:3fc03a4616e11480""]",0,False,0.0027536539,0,False,0,software_component,0.712448,"[""code:claim:001"",""code:claim:002""]",0,0.5,False,0.015,False,0,0,0,0,0.15,0,1,1,1,0.15,cigma_no_alias,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:fac1bf8aa9cc4366,1,0,True,0,0,22,0,0.15,0.7428571429,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:03056307f6a67008""]",0,False,0.0905
