agility_penalty,algorithm_nodes,blast_radius,calibrated_probability_valid,calibrated_urgency_probability,criticality,data_lifetime_known,data_lifetime_years,entity_type,epistemic_confidence,evidence_ids,exposure,feasibility_agility,feasibility_known,hndl_urgency,impact_assessment_complete,impact_lower_blast_radius,impact_lower_criticality,impact_lower_exposure,impact_lower_hndl_urgency,impact_lower_quantum_vulnerability,impact_upper_blast_radius,impact_upper_criticality,impact_upper_exposure,impact_upper_hndl_urgency,impact_upper_quantum_vulnerability,method,migration_time_known,migration_time_years,missing_impact_factors,node_id,pareto_front,policy_tier,policy_tier_confirmed,policy_tier_lower_bound,policy_tier_upper_bound,primary_rank,primary_rank_score,quantum_vulnerability,rank_aggregation_score,ranking_policy,service_contexts,urgency,verification_required,weighted_baseline_score
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,service,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_quality_gate,True,3,[],node:service:723798595296953c,3,3,True,3,3,11,0.4736842105,1,0.5684210526,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.4736842105,True,0.8015
0.75,"[""node:algorithm:2bfb0ede2655bcc5""]",0,True,0.9983928712,0.97,True,20,software_component,0.7951024188,"[""cmdb:claim:003"",""code:claim:005"",""code:claim:006"",""pki:claim:007"",""tls:claim:005"",""tls:claim:006""]",0.55,0.25,True,1,True,0,0.97,0.55,1,1,0,0.97,0.55,1,1,cigma_no_quality_gate,True,3,[],node:software_component:4cc6e3ee598caae1,3,3,True,3,3,12,0.4210526316,1,0.6736842105,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:723798595296953c""]",0.4210526316,True,0.8015
0.5,"[""node:algorithm:7e0951d97b24e134""]",0,False,0.1285159648,0,False,0,certificate,0.1256370127,"[""pki:claim:008""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_quality_gate,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:certificate:a5e8a91dada43f20,1,1,False,1,3,13,0.3684210526,1,0.4842105263,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,[],0.3684210526,True,0.32
0.5,"[""node:algorithm:7e0951d97b24e134""]",0,False,0.1285159648,0,False,0,software_component,0.0950958371,"[""code:claim:007""]",0,0.5,False,0.1,False,0,0,0,0,1,0,1,1,1,1,cigma_no_quality_gate,False,1,"[""criticality"",""exposure"",""hndl_urgency""]",node:software_component:e62a7f1e7ca034de,1,1,False,1,3,14,0.3157894737,1,0.9052631579,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,[],0.3157894737,True,0.32
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,certificate,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_quality_gate,True,1.5,[],node:certificate:66cfe6c4a40828c8,1,2,True,2,2,15,0.2631578947,1,0.2105263158,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.2631578947,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,endpoint,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_quality_gate,True,1.5,[],node:endpoint:1b9b59ba08a7d6e6,1,2,True,2,2,16,0.2105263158,1,0.3684210526,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.2105263158,True,0.655
0.25,"[""node:algorithm:7e0951d97b24e134""]",0,True,0.9800116007,0.8,True,2,service,0.7709153656,"[""cmdb:claim:001"",""pki:claim:003"",""tls:claim:001"",""tls:claim:002""]",1,0.75,True,0.35,True,0,0.8,1,0.35,1,0,0.8,1,0.35,1,cigma_no_quality_gate,True,1.5,[],node:service:8c6e25e2569acde0,1,2,True,2,2,17,0.1578947368,1,0.5052631579,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:8c6e25e2569acde0""]",0.1578947368,True,0.655
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,pipeline,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma_no_quality_gate,True,1.5,[],node:pipeline:606d66fb35f30c70,1,0,True,0,0,18,0.1052631579,0.15,0.2842105263,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.1052631579,False,0.425
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,service,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma_no_quality_gate,True,1.5,[],node:service:16b7d5be0d3b6cf6,1,0,True,0,0,19,0.0526315789,0.15,0.3368421053,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0.0526315789,False,0.425
0.3,"[""node:algorithm:3fc03a4616e11480""]",0.25,True,0.4764726718,0.95,True,12,software_component,0.712448,"[""code:claim:001"",""code:claim:002""]",0.75,0.7,True,0.15,True,0.25,0.95,0.75,0.15,0.15,0.25,0.95,0.75,0.15,0.15,cigma_no_quality_gate,True,1.5,[],node:software_component:fac1bf8aa9cc4366,1,0,True,0,0,20,0,0.15,0.3894736842,bounded-policy-tier/intra-tier-pareto/lexicographic-v3,"[""node:service:16b7d5be0d3b6cf6""]",0,False,0.425
